1978.787642	1979.383640	(Pa)
1979.415100	1980.192868	(Dha)
1984.894434	1985.104169	Dha
1985.104169	1985.296426	Dha
1985.322643	1985.486936	Pa
1985.528883	1985.742114	Pa
1985.752601	1985.969327	Dha
1985.969327	1986.147602	Ga
1986.163332	1986.360833	Pa
1986.369572	1986.780304	Dha
1986.811764	1986.984795	Pa
1986.984795	1987.166566	Ga
1987.180548	1987.383292	Pa
1987.383292	1987.615749	Sa
1987.622740	1987.989777	Dha
1987.989777	1988.197764	ri
1988.197764	1988.603253	Sa
1988.625974	1988.830466	Ga
1988.861926	1989.232458	Ri
1989.232458	1989.457924	Ri
1989.477150	1989.816222	Sa
1989.816222	1990.018966	Dha
1990.102860	1990.200736	Ri
1990.200736	1990.443680	Sa
1990.454166	1990.651667	Dha
1990.695362	1990.877133	Pa
1991.053660	1991.244169	Ga
1991.261647	1991.453905	Dha
1991.483617	1991.691605	Pa
1991.703839	1991.903088	Ga
1991.903088	1992.095345	Ri
1992.084858	1992.284107	Sa
1992.284107	1992.467625	Ri
1992.467625	1993.095083	(Ga)
1993.095083	1993.811679	(Pa)
1993.811679	1994.592943	(Dha)
2002.714754	2003.088548	Dha
2003.121412	2003.283544	Dha
2003.329554	2003.502641	Pa
2003.546460	2003.706401	Ga
2003.761175	2004.118303	Pa
2004.168476	2004.337181	Pa
2004.359091	2004.525604	Ga
2004.558469	2004.746892	Pa
2004.766611	2005.145648	Dha
2005.160985	2005.340644	Ga
2005.371318	2005.750355	Pa
2005.772265	2005.971643	Ga
2005.971643	2006.379163	Dha
2006.396691	2006.563205	Ga
2006.587305	2006.977298	Pa
2006.977298	2007.174485	Ri
2007.189821	2007.579814	Ga
2007.595151	2007.820820	Ri
2007.831775	2008.011435	Pa
2008.011435	2008.193285	Ga
2008.414573	2008.596423	Pa
2008.609569	2008.797992	Ga
2008.854957	2009.032426	Pa
2009.032426	2009.238377	Ri
2009.238377	2009.634942	Ga
2009.634942	2009.808029	Ri
2009.808029	2010.215549	Dha
2010.215549	2010.410545	Dha
2010.434645	2010.634024	Pa
2010.662506	2010.824638	Ga
2011.048117	2011.236540	Ri
2011.262831	2011.611195	Pa
2011.637487	2011.850011	Pa
2011.850011	2012.069108	Ga
2012.051580	2012.259722	Ri
2012.259722	2012.472246	Ri
2012.472246	2012.671624	Ga
2012.671624	2012.868811	Ga
2012.868811	2013.085717	Ga
2013.085717	2013.263185	Pa
2013.289477	2013.460373	Pa
2013.491046	2013.681660	Pa
2013.699188	2013.894184	Dha
2013.885420	2014.082608	Dha
2014.082608	2014.295131	Dha
2014.295131	2014.516419	Pa
2014.516419	2014.827537	Ga
2015.114554	2015.281067	Ga
2015.333650	2015.500164	Pa
2015.522074	2015.901111	Dha
2015.916448	2016.093916	Dha
2016.120208	2016.302058	Dha
2016.350260	2016.518964	Pa
2016.547447	2016.922102	Ga
2016.933057	2017.360296	Dha
2017.360296	2017.568438	Dha
2017.568438	2017.752479	Ga
2017.763434	2017.975958	Pa
2017.975958	2018.359378	Dha
2018.368141	2018.578474	Ri
2018.578474	2018.775662	Ga
2018.775662	2019.202900	Dha
2019.202900	2019.419806	Pa
2019.419806	2019.608229	Ga
2019.595084	2019.811990	Ri
2019.811990	2020.004795	Ga
2020.031086	2020.212937	Pa
2020.418888	2020.622648	Pa
2020.622648	2020.813262	Ga
2020.813262	2021.025786	Ri
2021.036741	2021.231737	Sa
2021.231737	2021.433306	Ri
2021.444261	2021.621729	Ga
2021.829871	2022.031440	Ga
2022.031440	2022.222055	Ri
2022.233009	2022.454297	Sa
2022.644911	2022.859626	Sa
2022.859626	2023.234282	Ri
2023.256192	2023.451188	Sa
2023.451188	2023.646184	Ri
2023.654948	2023.871854	Sa
2023.871854	2024.259655	Ga
2024.259655	2024.485325	Ri
2024.485325	2024.654029	Pa
2024.678130	2024.853407	Ga
2024.853407	2025.232445	Dha
2025.276264	2025.436205	 Pa
2025.519462	2025.675021	Sa
2025.675021	2025.870017	Dha
2025.870017	2026.273155	Ri
2026.295065	2026.481297	Sa
2026.481297	2026.706967	Ga
2026.698203	2026.875671	Ri
2026.888817	2027.092577	Sa
2027.112296	2027.256900	Ri
2027.497906	2027.719194	Dha
2027.719194	2027.892280	Sa
2027.911999	2028.106995	Pa
2028.106995	2028.494797	Dha
2028.503560	2028.689793	Ga
2028.689793	2028.886980	Dha
2028.906699	2029.125795	Pa
2029.117032	2029.336128	Ga
2029.336128	2029.607808	Ri
2029.620954	2030.690147	Pa
2059.603038	2059.874718	Pa
2059.962357	2061.127952	Dha
2061.250646	2062.170853	Sa
2062.279527	2064.759703	Sa
2064.759703	2065.101494	R
2065.128188	2065.443285	Sa
2065.461637	2066.271364	Dha
2066.306956	2066.565001	Pa
2066.614830	2067.437014	Dha
2068.741475	2068.978165	Pa
2069.010198	2069.193499	Dha
2069.193499	2069.764756	Sa
2069.777214	2070.768462	Sa
2070.789817	2071.062099	Sa
2071.062099	2071.270314	Dha
2071.270314	2071.478530	Dha
2071.478530	2072.048008	Sa
2072.080041	2072.629943	Sa
2072.681552	2072.882649	Sa
2072.882649	2073.076628	Dha
2073.076628	2073.274165	Dha
2073.306199	2073.692376	Ri
2073.704833	2074.091011	Ri
2074.080333	2074.295667	Ri
2074.295667	2074.507441	Sa
2074.507441	2074.710318	Dha
2074.710318	2075.231747	Sa
2075.297592	2075.692668	Sa
2076.137573	2076.253248	Dha
2076.253248	2076.432989	Dha
2076.447226	2076.646544	Dha
2076.660781	2077.070093	Ri
2077.070093	2077.248055	Ri
2077.239157	2077.418899	Ri
2077.475846	2077.653808	Sa
2077.653808	2077.862024	Dha
2077.862024	2078.221507	Sa
2078.267777	2078.472433	Sa
2078.472433	2078.652175	Sa
2078.694885	2078.885305	Pa
2078.897762	2079.255466	Dha
2079.262584	2079.438766	Dha
2079.458342	2079.661219	Dha
2079.670117	2080.042057	Sa
2080.063413	2080.260950	Sa
2080.260950	2080.453149	Dha
2080.460268	2080.850004	Ri
2080.850004	2081.040424	Ri
2081.040424	2081.248639	Sa
2081.266435	2081.666850	Ga
2081.657951	2081.860828	Ga
2081.860828	2082.072603	Ri
2082.079721	2082.296835	Sa
2082.296835	2082.659877	Dha
2082.891228	2083.076308	Dha
2083.097663	2083.286303	Sa
2083.293421	2083.487400	Ri
2083.506976	2083.891374	Ga
2083.891374	2084.090691	Ga
2084.090691	2084.290008	Ga
2084.290008	2084.485766	Ri
2084.494664	2084.679745	Sa
2084.702880	2084.886181	Ri
2084.879062	2085.071261	Ri
2085.101515	2085.489472	Ga
2085.516166	2085.703026	Ga
2085.703026	2085.913021	Ga
2085.913021	2086.092762	Ri
2086.140812	2086.308096	Sa
2086.308096	2086.500295	Dha
2086.500295	2086.941641	Ga
2086.932743	2087.139179	Ga
2087.139179	2087.327818	Ga
2087.327818	2087.527136	Ri
2087.566287	2087.742469	Sa
2087.754927	2087.927550	Dha
2088.146443	2088.349320	Ga
2088.361777	2088.557535	Ri
2088.557535	2088.739056	Ga
2088.753293	2088.922357	Ga
2088.943712	2089.155487	Ga
2089.162606	2089.367262	Ri
2089.367262	2089.550563	Ga
2089.570138	2089.739202	Sa
2089.771235	2089.961655	Ri
2090.162752	2090.342493	Ri
2090.379865	2090.573844	Sa
2090.564946	2090.746467	Ri
2090.774941	2090.952903	Ga
2091.002732	2091.146881	Sa
2091.193151	2091.347978	Pa
2091.399587	2091.782205	Sa
2091.792883	2091.956608	Dha
2091.999319	2092.186179	Pa
2092.241347	2092.602610	Ri
2092.636422	2092.832180	Sa
2092.832180	2092.995905	Dha
2093.026159	2093.202341	Pa
2093.232595	2093.625891	Ga
2093.625891	2093.823428	Ga
2093.823428	2094.026305	Ri
2094.026305	2094.168674	Sa
2094.423160	2094.594003	Dha
2094.627816	2094.803998	Dha
2094.821795	2095.012214	Ga
2095.019332	2095.220429	Ri
2095.227548	2095.419747	Ga
2095.442882	2095.615505	Sa
2095.649318	2095.821941	Ri
2095.839737	2095.989225	Ga
2096.030156	2096.204559	Pa
2096.236592	2096.427011	Dha
2096.443028	2096.620990	Sa
2096.647684	2096.816748	Ri
2096.816748	2097.005387	Ga
2097.012506	2097.194027	Ga
2097.211823	2097.377328	Pa
2097.400463	2097.571306	Dha
2097.617576	2097.797318	Sa
2097.797318	2098.001974	Ri
2098.001974	2098.188834	Ga
2098.188834	2098.592808	Ga
2098.585689	2098.770770	Ri
2098.824158	2099.000341	Sa
2099.000341	2099.135592	Dha
2099.393636	2099.560921	Sa
2099.592954	2099.765577	Ri
2099.794051	2100.002266	(Pa)
2100.012944	2100.436493	Dha
2100.436493	2100.610896	Ga
2100.610896	2100.788858	Ri
2100.828009	2100.993514	Sa
2101.002412	2101.178594	Dha
2101.203509	2101.393928	Sa
2101.393928	2101.591466	Ri
2101.584348	2101.785445	Ga
2101.792563	2101.993660	Ga
2101.993660	2102.187639	Ri
2102.187639	2102.383397	Ri
2102.418989	2102.582714	Sa
2102.582714	2102.766015	Dha
2102.970671	2103.186005	Ga
2103.178886	2103.378204	Ri
2103.365746	2103.543708	Ri
2103.577521	2103.762602	Sa
2103.762602	2103.956580	Ga
2103.956580	2104.139881	Ri
2104.182592	2104.342757	Sa
2104.342757	2104.556312	Sa
2104.556312	2104.736053	Dha
2104.771646	2104.880202	Pa
2105.141806	2105.330446	Dha
2105.330446	2105.526204	Dha
2105.552898	2105.725522	Pa
2105.739758	2105.942635	Ga
2105.942635	2106.134834	Dha
2106.161528	2106.337711	Pa
2106.357286	2106.531689	Pa
2106.531689	2106.748803	Sa
2106.748803	2106.930324	Dha
2106.937442	2107.145658	Ri
2107.145658	2107.341416	Sa
2107.334297	2107.538953	Ga
2107.526496	2107.732932	Ri
2107.732932	2107.944707	Ga
2107.944707	2108.138685	Sa
2108.167159	2108.323766	Ri
2108.311308	2108.535540	Dha
2108.535540	2108.701045	Sa
2108.724180	2108.916379	Pa
2108.916379	2109.085443	Dha
2109.112137	2109.291878	Pa
2109.291878	2109.525009	Sa
2109.514331	2109.702970	Dha
2109.717207	2109.895169	Pa
2109.911186	2110.106944	Ga
2110.106944	2110.300922	Ri
2110.300922	2110.489562	Sa
2110.489562	2110.660406	Sa
2110.913111	2111.108870	Sa
2111.091073	2111.299289	Ri
2111.306407	2111.495047	Ga
2111.516402	2111.673009	Pa
2111.680127	2111.866987	Dha
2111.891902	2112.089440	Pa
2112.089440	2112.274520	Ga
2112.274520	2112.480956	Ri
2112.480956	2112.836880	Ga
2112.893828	2113.064671	Pa
2113.078908	2113.274666	Dha
2113.281785	2113.482882	Sa
2113.482882	2113.673301	Dha
2113.696436	2113.808552	Pa
2114.059478	2114.422521	Dha
2114.467011	2114.650312	Sa
2114.650312	2114.860307	Ri
2114.847850	2115.079200	Ga
2115.079200	2115.257162	Ri
2115.257162	2115.424446	Ri
2115.472496	2115.650458	Sa
2115.659356	2115.826640	Dha
2115.871131	2116.056211	Sa
2116.049093	2116.237732	Ri
2116.264426	2116.467303	Ga
2116.467303	2116.632808	Ri
2116.659502	2117.134660	Ga
2117.440755	2118.195313	Ri
2118.270057	2118.695386	Sa
2119.085123	2119.651042	Ga
2119.688414	2120.248994	Ri
2120.339754	2120.624493	Sa
2120.902114	2121.270495	Ga
2121.293630	2121.702943	Ri
2121.710061	2121.902260	Sa
2122.064205	2122.291997	Ga
2122.291997	2122.475297	Ri
2122.496653	2122.671056	Sa
2122.662157	2122.868593	Ga
2122.868593	2123.236974	Ri
2123.263669	2123.457647	Sa
2123.470105	2123.633830	Dha
2123.680100	2123.840265	Pa
2123.854502	2124.409744	Dha
2124.660670	2124.851089	Ri
2124.886681	2125.262181	Sa
2125.287096	2125.459719	Dha
2125.473956	2125.691069	Pa
2125.691069	2125.856574	Ga
2125.885048	2126.367325	Pa
2126.664521	2126.879855	Sa
2126.879855	2127.262473	Dha
2127.292727	2127.493824	Pa
2127.493824	2127.705598	Ga
2127.705598	2127.876442	Ri
2127.888899	2128.490410	Sa
2128.691507	2129.428270	Ri
2129.524369	2130.172150	Ga
2130.376807	2130.988996	Sa
2130.988996	2131.547796	Ri
2131.588727	2131.987362	Ga
2132.193798	2132.499892	Sa
2132.587094	2132.998186	Ri
2133.017762	2133.206401	Ga
2133.421735	2133.612154	Sa
2133.612154	2133.797235	Ri
2133.797235	2133.984095	Ga
2133.984095	2134.195869	Sa
2134.195869	2134.505523	Ri
2134.553573	2134.751111	Ga
2134.760009	2134.975343	Dha
2134.968224	2135.144407	Pa
2135.151525	2135.697868	Ga
2135.957693	2136.162349	Ga
2136.201500	2136.466664	Pa
2136.543187	2136.742505	Dha
2136.749623	2136.916907	Ri
2136.941822	2137.126902	Sa
2137.126902	2137.712397	Dha
2137.934849	2138.134167	Pa
2138.160861	2138.466956	Dha
2138.547038	2138.737458	Sa
2138.737458	2138.940334	Ri
2138.940334	2139.121855	Sa
2139.134313	2139.675317	Ga
2139.919125	2140.741309	Ri
2140.801816	2141.280534	Sa
2141.606204	2142.163225	Ga
2142.211274	2142.798549	Ri
2142.832361	2143.118880	Sa
2143.396501	2143.779119	Ga
2143.805813	2144.211566	Ri
2144.240040	2144.403765	Sa
2144.613760	2144.811298	Ga
2144.802400	2144.989260	Ri
2144.998158	2145.186798	Sa
2145.186798	2145.382556	Ga
2145.382556	2145.740259	Ri
2145.779411	2145.971610	Sa
2145.964491	2146.146012	Dha
2146.158470	2146.331093	Pa
2146.347109	2146.907689	Dha
2147.101961	2147.307025	Ri
2147.358499	2147.722136	Sa
2147.740401	2147.937994	Dha
2147.937994	2148.110680	Pa
2148.110680	2148.303292	Ga
2148.303292	2148.685194	Pa
2149.175024	2149.321143	Sa
2149.321143	2149.684780	Dha
2149.732933	2149.902299	Pa
